"date","series","issue","url","notes","adjust_gold","adjust_paper","is_clean","gold_rate","price_paper","price_gold"
1862-02-05,"aug_demand","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03434029020972,,
1862-02-05,"fives_1874","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03434029020972,78.5,75.8937853847731
1862-02-05,"gold","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03434029020972,,
1862-02-05,"oneyr_old","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03434029020972,,
1862-02-05,"seven_thirties","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03434029020972,,
1862-02-05,"sixes_1881_coup","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03434029020972,89,86.0451834298701
1862-02-05,"sixes_1881_reg","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03434029020972,88,85.0783836160513
1862-02-19,"aug_demand","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03124756697867,,
1862-02-19,"fives_1874","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03124756697867,79,76.6062413426608
1862-02-19,"gold","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03124756697867,,
1862-02-19,"oneyr_old","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03124756697867,,
1862-02-19,"seven_thirties","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03124756697867,99,96.0002264927016
1862-02-19,"sixes_1881_coup","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03124756697867,90,87.2729331751832
1862-02-19,"sixes_1881_reg","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.03124756697867,90,87.2729331751832
1862-03-01,"aug_demand","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.02438044343775,,
1862-03-01,"fives_1874","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.02438044343775,85.5,83.4650842347864
1862-03-01,"gold","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.02438044343775,102.5,100.060481100183
1862-03-01,"oneyr_old","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.02438044343775,,
1862-03-01,"seven_thirties","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.02438044343775,99.5,97.1318816533479
1862-03-01,"sixes_1881_coup","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.02438044343775,92.5,90.2984829440672
1862-03-01,"sixes_1881_reg","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.02438044343775,93.5,91.2746827596787
1862-03-13,"aug_demand","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.01502233049127,,
1862-03-13,"fives_1874","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.01502233049127,86,84.7272
1862-03-13,"gold","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.01502233049127,,
1862-03-13,"oneyr_old","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.01502233049127,,
1862-03-13,"seven_thirties","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.01502233049127,100,98.52
1862-03-13,"sixes_1881_coup","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.01502233049127,93,91.6236
1862-03-13,"sixes_1881_reg","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.01502233049127,93,91.6236
1862-03-19,"aug_demand","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.0156410579675,,
1862-03-19,"fives_1874","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.0156410579675,88,86.6447839122471
1862-03-19,"gold","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.0156410579675,101.5,99.9368814442395
1862-03-19,"oneyr_old","July 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34","",0,0,0,1.0156410579675,,
