"date","actual_maturity","yield_actual_low","yield_actual_high","yield_actual_mean","implied_maturity_low_5pct","implied_maturity_high_5pct","implied_maturity_mean_5pct","implied_maturity_low_4pct","implied_maturity_high_4pct","implied_maturity_mean_4pct","implied_maturity_low_6pct","implied_maturity_high_6pct","implied_maturity_mean_6pct"
1862-01-01,17.0109589041096,0.000876529819383201,0.000294665447832769,0.000585597633608036,1861-11-25,1861-09-14,1861-10-20,1861-11-16,1861-08-17,1861-10-02,1861-12-01,1861-10-02,1861-11-01
1862-01-02,17.0082191780822,0.000727664133350558,0.000584971933245621,0.000656318033298094,1861-10-21,1861-10-03,1861-10-12,1861-10-03,1861-09-11,1861-09-22,1861-11-02,1861-10-18,1861-10-26
1862-01-03,17.0054794520548,0.000727781366173717,0.000585066177153023,0.000656423771663375,1861-10-22,1861-10-04,1861-10-13,1861-10-04,1861-09-12,1861-09-23,1861-11-03,1861-10-19,1861-10-27
1862-01-04,17.0027397260274,0.00116420221959161,0.00102040251245831,0.00109230236602498,1861-08-30,1861-08-12,1861-08-21,1861-07-29,1861-07-07,1861-07-18,1861-09-20,1861-09-05,1861-09-13
1862-01-05,17,,,,,,,,,,,,
1862-01-06,16.9972602739726,0.00145332908022819,0.00130877615502445,0.00138105261762631,1861-07-27,1861-07-09,1861-07-18,1861-06-17,1861-05-25,1861-06-05,1861-08-23,1861-08-08,1861-08-16
1862-01-07,16.9945205479452,0.0017377249639213,0.00159849570313733,0.00166811033352932,1861-06-22,1861-06-05,1861-06-14,1861-05-04,1861-04-12,1861-04-23,1861-07-25,1861-07-11,1861-07-18
1862-01-08,16.9917808219178,0.00202359171308742,0.00202359171308742,0.00202359171308742,1861-05-01,1861-05-01,1861-05-01,1861-02-28,1861-02-28,1861-02-28,1861-06-12,1861-06-12,1861-06-12
1862-01-09,16.9890410958904,0.00245191444494821,0.00245191444494821,0.00245191444494821,1861-03-10,1861-03-10,1861-03-10,1860-12-24,1860-12-24,1860-12-24,1861-04-30,1861-04-30,1861-04-30
1862-01-10,16.986301369863,0.00287114677336157,0.00259364209062512,0.00273239443199337,1861-02-22,1861-01-18,1861-02-05,1860-12-03,1860-10-21,1860-11-12,1861-04-16,1861-03-19,1861-04-02
1862-01-11,16.9835616438356,0.00231168907774729,0.00202457102832202,0.00216813005303465,1861-05-04,1861-03-30,1861-04-17,1861-03-03,1861-01-17,1861-02-08,1861-06-15,1861-05-17,1861-05-31
1862-01-12,16.9808219178082,,,,,,,,,,,,
1862-01-13,16.9780821917808,0.00173940744734611,0.00173940744734611,0.00173940744734611,1861-06-11,1861-06-11,1861-06-11,1861-04-18,1861-04-18,1861-04-18,1861-07-17,1861-07-17,1861-07-17
1862-01-14,16.9753424657534,0.00188548750634387,0.00160030162145915,0.00174289456390151,1861-06-29,1861-05-25,1861-06-12,1861-05-11,1861-03-27,1861-04-19,1861-08-01,1861-07-03,1861-07-18
1862-01-15,16.972602739726,0.00160055994294768,0.00145544045419463,0.00152800019857113,1861-07-18,1861-06-30,1861-07-09,1861-06-03,1861-05-12,1861-05-23,1861-08-17,1861-08-02,1861-08-10
1862-01-16,16.9698630136986,0.00145567543005097,0.00131088912912039,0.00138328227958567,1861-08-06,1861-07-19,1861-07-28,1861-06-27,1861-06-04,1861-06-15,1861-09-02,1861-08-18,1861-08-26
1862-01-17,16.9671232876712,0.00116664604792274,0.00109455122536476,0.00113059863664376,1861-09-03,1861-08-25,1861-08-29,1861-07-31,1861-07-20,1861-07-25,1861-09-26,1861-09-18,1861-09-22
1862-01-18,16.9643835616438,0.00116683445975218,0.00102270962408208,0.00109477204191716,1861-09-13,1861-08-26,1861-09-04,1861-08-12,1861-07-21,1861-08-01,1861-10-04,1861-09-19,1861-09-27
1862-01-19,16.9616438356164,,,,,,,,,,,,
1862-01-20,16.958904109589,0.00145661609268751,0.00131173623033469,0.00138417616151109,1861-08-10,1861-07-23,1861-08-01,1861-07-01,1861-06-08,1861-06-19,1861-09-06,1861-08-22,1861-08-30
1862-01-21,16.9561643835616,0.00145685144833345,0.00131194817672834,0.00138439981253088,1861-08-11,1861-07-24,1861-08-02,1861-07-02,1861-06-09,1861-06-20,1861-09-07,1861-08-23,1861-08-31
1862-01-22,16.9534246575342,0.00166907865087533,0.00152968397538367,0.00159938131312947,1861-07-16,1861-06-29,1861-07-08,1861-05-30,1861-05-08,1861-05-19,1861-08-17,1861-08-02,1861-08-10
1862-01-23,16.9506849315068,0.00216909961696433,0.00195527311888441,0.00206218636792433,1861-05-26,1861-04-29,1861-05-12,1861-03-26,1861-02-21,1861-03-10,1861-07-05,1861-06-13,1861-06-24
1862-01-24,16.9479452054795,0.00202882570393925,0.00195558919924633,0.00199220745159283,1861-05-27,1861-05-17,1861-05-22,1861-03-27,1861-03-16,1861-03-21,1861-07-06,1861-06-28,1861-07-02
1862-01-25,16.9452054794521,0.00188884083901481,0.00174278220714694,0.00181581152308087,1861-06-23,1861-06-05,1861-06-14,1861-04-30,1861-04-07,1861-04-19,1861-07-29,1861-07-14,1861-07-21
1862-01-26,16.9424657534247,,,,,,,,,,,,
1862-01-27,16.9397260273973,0.00188945181777561,0.00174334594067666,0.00181639887922614,1861-06-25,1861-06-07,1861-06-16,1861-05-02,1861-04-09,1861-04-21,1861-07-31,1861-07-16,1861-07-23
1862-01-28,16.9369863013699,0.0019568545432769,0.0019568545432769,0.0019568545432769,1861-05-31,1861-05-31,1861-05-31,1861-03-31,1861-03-31,1861-03-31,1861-07-10,1861-07-10,1861-07-10
1862-01-29,16.9342465753425,0.00195717113517842,0.00189006319192794,0.00192361716355319,1861-06-09,1861-06-01,1861-06-05,1861-04-11,1861-04-01,1861-04-06,1861-07-18,1861-07-11,1861-07-14
1862-01-30,16.9315068493151,0.0020307954376324,0.00189036902739589,0.00196058223251412,1861-06-10,1861-05-23,1861-06-01,1861-04-12,1861-03-22,1861-04-02,1861-07-19,1861-07-04,1861-07-12
1862-01-31,16.9287671232877,0.00210453468842048,0.00203112409848976,0.00206782939345517,1861-05-24,1861-05-15,1861-05-20,1861-03-23,1861-03-11,1861-03-17,1861-07-05,1861-06-28,1861-07-02
1862-02-01,16.9260273972603,0.00203145286574429,0.00203145286574429,0.00203145286574429,1861-05-25,1861-05-25,1861-05-25,1861-03-24,1861-03-24,1861-03-24,1861-07-06,1861-07-06,1861-07-06
1862-02-02,16.9232876712329,,,,,,,,,,,,
1862-02-03,16.9205479452055,0.00203211071965159,0.00195875563253527,0.00199543317609347,1861-06-06,1861-05-27,1861-06-01,1861-04-06,1861-03-26,1861-03-31,1861-07-16,1861-07-08,1861-07-12
1862-02-04,16.9178082191781,0.00210589794975711,0.00203243980640781,0.00206916887808251,1861-05-28,1861-05-19,1861-05-24,1861-03-27,1861-03-15,1861-03-21,1861-07-09,1861-07-02,1861-07-06
1862-02-05,16.9150684931507,0.00203276899976809,0.00195939015007091,0.00199607957491954,1861-06-08,1861-05-29,1861-06-03,1861-04-08,1861-03-28,1861-04-02,1861-07-18,1861-07-10,1861-07-14
1862-02-06,16.9123287671233,0.00203309829978425,0.00195970756302249,0.00199640293140341,1861-06-09,1861-05-30,1861-06-04,1861-04-09,1861-03-29,1861-04-03,1861-07-19,1861-07-11,1861-07-15
1862-02-07,16.9095890410959,0.00210692155537106,0.00196002507882985,0.00203347331710044,1861-06-10,1861-05-22,1861-05-31,1861-04-10,1861-03-18,1861-03-30,1861-07-20,1861-07-05,1861-07-12
1862-02-08,16.9068493150685,0.00210726297840709,0.00203375721999161,0.0020705100991994,1861-06-01,1861-05-23,1861-05-28,1861-03-31,1861-03-19,1861-03-25,1861-07-13,1861-07-06,1861-07-10
1862-02-09,16.9041095890411,,,,,,,,,,,,
1862-02-10,16.9013698630137,0.00224913379840313,0.0021079461565489,0.002178539977476,1861-05-25,1861-05-08,1861-05-17,1861-03-21,1861-02-28,1861-03-11,1861-07-08,1861-06-23,1861-07-01
1862-02-11,16.8986301369863,0.00232330748913026,0.00224949844396059,0.00228640296654547,1861-05-09,1861-04-30,1861-05-04,1861-03-01,1861-02-17,1861-02-23,1861-06-24,1861-06-17,1861-06-20
1862-02-12,16.8958904109589,0.00239143446437314,0.00232368422133216,0.00235755934285269,1861-05-01,1861-04-23,1861-04-27,1861-02-18,1861-02-08,1861-02-13,1861-06-18,1861-06-11,1861-06-14
1862-02-13,16.8931506849315,0.00253375602477099,0.00246583222074665,0.00249979412275883,1861-04-14,1861-04-06,1861-04-10,1861-01-28,1861-01-18,1861-01-23,1861-06-04,1861-05-28,1861-06-01
1862-02-14,16.8904109589041,0.00267646494499577,0.00253416701520485,0.00260531598010029,1861-04-07,1861-03-20,1861-03-29,1861-01-19,1860-12-28,1861-01-08,1861-05-29,1861-05-14,1861-05-22
1862-02-15,16.8876712328767,0.00274508683517596,0.0026768991541043,0.0027109929946401,1861-03-21,1861-03-13,1861-03-17,1860-12-29,1860-12-18,1860-12-24,1861-05-15,1861-05-08,1861-05-12
1862-02-16,16.8849315068493,,,,,,,,,,,,
1862-02-17,16.8821917808219,0.0022516888027181,0.00217789992375176,0.00221479436323494,1861-05-24,1861-05-15,1861-05-20,1861-03-18,1861-03-07,1861-03-12,1861-07-08,1861-06-30,1861-07-04
1862-02-18,16.8794520547945,0.00217825342154818,0.00196352455551661,0.00207088898853236,1861-06-21,1861-05-25,1861-06-07,1861-04-21,1861-03-19,1861-04-05,1861-07-31,1861-07-09,1861-07-20
1862-02-19,16.8767123287671,0.00189650658917315,0.00174985518688374,0.00182318088802844,1861-07-18,1861-06-30,1861-07-09,1861-05-25,1861-05-02,1861-05-14,1861-08-23,1861-08-08,1861-08-15
1862-02-20,16.8739726027397,0.00196416216699754,0.00189681451360718,0.00193048834030237,1861-07-01,1861-06-23,1861-06-27,1861-05-03,1861-04-23,1861-04-28,1861-08-09,1861-08-02,1861-08-05
1862-02-21,16.8712328767123,0.0018237276372438,0.0018237276372438,0.0018237276372438,1861-07-11,1861-07-11,1861-07-11,1861-05-16,1861-05-16,1861-05-16,1861-08-17,1861-08-17,1861-08-17
1862-02-22,16.8684931506849,0.00175070780432091,0.00175070780432091,0.00175070780432091,1861-07-21,1861-07-21,1861-07-21,1861-05-28,1861-05-28,1861-05-28,1861-08-26,1861-08-26,1861-08-26
1862-02-23,16.8657534246575,,,,,,,,,,,,
1862-02-24,16.8630136986301,0.00189804721191009,0.00175127667769355,0.00182466194480182,1861-07-23,1861-07-05,1861-07-14,1861-05-30,1861-05-07,1861-05-19,1861-08-28,1861-08-13,1861-08-20
1862-02-25,16.8602739726027,0.00182491303057317,0.00175156125303929,0.00178823714180618,1861-07-24,1861-07-15,1861-07-19,1861-05-31,1861-05-20,1861-05-25,1861-08-29,1861-08-21,1861-08-25
1862-02-26,16.8575342465753,0.00182520961972165,0.00167857284115335,0.00175189123043747,1861-08-03,1861-07-16,1861-07-25,1861-06-12,1861-05-21,1861-06-01,1861-09-06,1861-08-22,1861-08-30
1862-02-27,16.8547945205479,0.00131983863227759,0.00124708534408119,0.00128346198817941,1861-09-26,1861-09-17,1861-09-22,1861-08-19,1861-08-08,1861-08-13,1861-10-22,1861-10-14,1861-10-18
1862-02-28,16.8520547945205,0.00132005320529535,0.00124728808921923,0.00128367064725731,1861-09-27,1861-09-18,1861-09-23,1861-08-20,1861-08-09,1861-08-14,1861-10-23,1861-10-15,1861-10-19
1862-03-01,16.8493150684932,0.00146609001849361,0.00139313414760314,0.00142961208304842,1861-09-10,1861-09-01,1861-09-06,1861-07-29,1861-07-18,1861-07-24,1861-10-09,1861-10-01,1861-10-05
1862-03-02,16.8465753424658,,,,,,,,,,,,
1862-03-03,16.8438356164384,0.0013935873467403,0.00117518525939908,0.00128438630306968,1861-10-09,1861-09-12,1861-09-26,1861-09-03,1861-07-31,1861-08-17,1861-11-02,1861-10-11,1861-10-22
1862-03-04,16.841095890411,0.0011753764396918,0.00110274210813144,0.00113905927391164,1861-10-19,1861-10-10,1861-10-14,1861-09-15,1861-09-04,1861-09-09,1861-11-11,1861-11-03,1861-11-07
1862-03-05,16.8383561643836,0.00117556768219745,0.00117556768219745,0.00117556768219745,1861-10-11,1861-10-11,1861-10-11,1861-09-05,1861-09-05,1861-09-05,1861-11-04,1861-11-04,1861-11-04
1862-03-06,16.8356164383562,0.00124850594577502,0.00117575898694638,0.00121213246636073,1861-10-12,1861-10-03,1861-10-08,1861-09-06,1861-08-26,1861-08-31,1861-11-05,1861-10-29,1861-11-01
1862-03-07,16.8328767123288,0.00124870915312297,0.001175950353969,0.00121232975354601,1861-10-13,1861-10-04,1861-10-09,1861-09-07,1861-08-27,1861-09-01,1861-11-06,1861-10-30,1861-11-02
1862-03-08,16.8301369863014,0.0011034601560612,0.00103086732741596,0.00106716374173858,1861-11-01,1861-10-23,1861-10-27,1861-09-30,1861-09-19,1861-09-25,1861-11-22,1861-11-15,1861-11-18
1862-03-09,16.827397260274,,,,,,,,,,,,
1862-03-10,16.8246575342466,0.00117652482898315,0.00117652482898315,0.00117652482898315,1861-10-16,1861-10-16,1861-10-16,1861-09-10,1861-09-10,1861-09-10,1861-11-09,1861-11-09,1861-11-09
1862-03-11,16.8219178082192,0.00103137100852056,0.000958831336222718,0.000995101172371697,1861-11-13,1861-11-04,1861-11-08,1861-10-14,1861-10-03,1861-10-09,1861-12-02,1861-11-25,1861-11-29
1862-03-12,16.8191780821918,0.000958987523115734,0.000958987523115734,0.000958987523115734,1861-11-14,1861-11-14,1861-11-14,1861-10-15,1861-10-15,1861-10-15,1861-12-03,1861-12-03,1861-12-03
1862-03-13,16.8164383561644,0.000886668890281899,0.000886668890281899,0.000886668890281899,1861-11-24,1861-11-24,1861-11-24,1861-10-27,1861-10-27,1861-10-27,1861-12-12,1861-12-12,1861-12-12
1862-03-14,16.813698630137,0.000959300049602002,0.000886813369488398,0.000923056709545236,1861-11-25,1861-11-16,1861-11-20,1861-10-28,1861-10-17,1861-10-23,1861-12-13,1861-12-05,1861-12-09
1862-03-15,16.8109589041096,0.000886957895787206,0.000886957895787206,0.000886957895787206,1861-11-26,1861-11-26,1861-11-26,1861-10-29,1861-10-29,1861-10-29,1861-12-14,1861-12-14,1861-12-14
1862-03-16,16.8082191780822,,,,,,,,,,,,
1862-03-17,16.8054794520548,0.000959769221455411,0.00088724708975388,0.000923508155604681,1861-11-28,1861-11-19,1861-11-23,1861-10-31,1861-10-20,1861-10-26,1861-12-16,1861-12-08,1861-12-12
1862-03-18,16.8027397260274,0.000887391757467846,0.000814946095415114,0.000851168926441482,1861-12-08,1861-11-29,1861-12-03,1861-11-13,1861-11-01,1861-11-07,1861-12-24,1861-12-17,1861-12-20
1862-03-19,16.8,0.000960082257731162,0.000887536472366324,0.000923809365048779,1861-11-30,1861-11-21,1861-11-25,1861-11-02,1861-10-22,1861-10-28,1861-12-18,1861-12-10,1861-12-14
1862-03-20,16.7972602739726,0.000815211939843565,0.000736802958708247,0.000776007449275926,1861-12-19,1861-12-10,1861-12-14,1861-11-27,1861-11-15,1861-11-21,1862-01-03,1861-12-26,1861-12-30
1862-03-21,16.7945205479452,0.000887826043809184,0.000736923154949472,0.000812374599379312,1861-12-20,1861-12-02,1861-12-11,1861-11-28,1861-11-04,1861-11-16,1862-01-04,1861-12-20,1861-12-28
1862-03-22,16.7917808219178,0.000815477957771398,0.000737043390412835,0.000776260674092137,1861-12-21,1861-12-12,1861-12-16,1861-11-29,1861-11-17,1861-11-23,1862-01-05,1861-12-28,1862-01-01
1862-03-23,16.7890410958904,,,,,,,,,,,,
1862-03-24,16.786301369863,0.000815744149368516,0.000737283979082792,0.000776514064225674,1861-12-23,1861-12-14,1861-12-18,1861-12-01,1861-11-19,1861-11-25,1862-01-07,1861-12-30,1862-01-03
1862-03-25,16.7835616438356,0.000737404332327826,0.000665059356474053,0.000701231844400898,1862-01-02,1861-12-24,1861-12-29,1861-12-13,1861-12-02,1861-12-07,1862-01-16,1862-01-08,1862-01-12
1862-03-26,16.7808219178082,0.000816010514805044,0.00073752472487188,0.000776767619838482,1861-12-25,1861-12-16,1861-12-20,1861-12-03,1861-11-21,1861-11-27,1862-01-09,1862-01-01,1862-01-05
1862-03-27,16.7780821917808,0.00103406564211565,0.000737645156734204,0.000885855399424903,1861-12-26,1861-11-20,1861-12-08,1861-12-04,1861-10-19,1861-11-11,1862-01-10,1861-12-11,1861-12-26
1862-03-28,16.7753424657534,0.00081627705425133,0.000737765627934062,0.000777021341092717,1861-12-27,1861-12-18,1861-12-22,1861-12-05,1861-11-23,1861-11-29,1862-01-11,1862-01-03,1862-01-07
1862-03-29,16.772602739726,0.000888986221586132,0.000888986221586132,0.000888986221586132,1861-12-10,1861-12-10,1861-12-10,1861-11-12,1861-11-12,1861-11-12,1861-12-28,1861-12-28,1861-12-28
1862-03-30,16.7698630136986,,,,,,,,,,,,
1862-03-31,16.7671232876712,0.00103474150201246,0.000816677190062238,0.00092570934603734,1861-12-21,1861-11-24,1861-12-07,1861-11-26,1861-10-23,1861-11-09,1862-01-06,1861-12-15,1861-12-26
1862-04-01,16.7643835616438,0.00118075485778485,0.00110778815798071,0.0011442715078828,1861-11-16,1861-11-07,1861-11-11,1861-10-13,1861-10-02,1861-10-07,1861-12-09,1861-12-01,1861-12-05
1862-04-02,16.7616438356164,0.00125401586086752,0.00118094785465602,0.0012174818577618,1861-11-08,1861-10-30,1861-11-04,1861-10-03,1861-09-22,1861-09-27,1861-12-02,1861-11-25,1861-11-28
1862-04-03,16.758904109589,0.00110815035780349,0.00103524897700118,0.00107169966740234,1861-11-27,1861-11-18,1861-11-22,1861-10-26,1861-10-15,1861-10-21,1861-12-18,1861-12-11,1861-12-14
1862-04-04,16.7561643835616,0.00110833154654741,0.00103541824596407,0.00107187489625574,1861-11-28,1861-11-19,1861-11-23,1861-10-27,1861-10-16,1861-10-22,1861-12-19,1861-12-12,1861-12-15
1862-04-05,16.7534246575342,0.00118152722400417,0.00110851279455175,0.00114502000927798,1861-11-20,1861-11-11,1861-11-15,1861-10-17,1861-10-06,1861-10-11,1861-12-13,1861-12-05,1861-12-09
1862-04-06,16.7506849315069,,,,,,,,,,,,
1862-04-07,16.7479452054795,0.00132825899979907,0.0012550415568113,0.0012916502783052,1861-11-04,1861-10-26,1861-10-31,1861-09-27,1861-09-16,1861-09-21,1861-11-30,1861-11-22,1861-11-26
1862-04-08,16.7452054794521,0.00125524689738015,0.00059415997408194,0.000924703435731071,1862-01-25,1861-11-05,1861-12-15,1862-01-07,1861-09-28,1861-11-17,1862-02-06,1861-12-01,1862-01-03
1862-04-09,16.7424657534247,0.00110923837975519,0.00103626542175033,0.00107275190075276,1861-12-03,1861-11-24,1861-11-28,1861-11-01,1861-10-21,1861-10-27,1861-12-24,1861-12-17,1861-12-20
1862-04-10,16.7397260273973,0.00110941992449819,0.00103643502329235,0.00107292747389527,1861-12-04,1861-11-25,1861-11-29,1861-11-02,1861-10-22,1861-10-28,1861-12-25,1861-12-18,1861-12-21
1862-04-11,16.7369863013699,0.00118268766979629,0.00110960152867637,0.00114614459923634,1861-11-26,1861-11-17,1861-11-21,1861-10-23,1861-10-12,1861-10-17,1861-12-19,1861-12-11,1861-12-15
1862-04-12,16.7342465753425,0.0011828812990808,0.00103677439297908,0.00110982784602997,1861-12-06,1861-11-18,1861-11-27,1861-11-04,1861-10-13,1861-10-24,1861-12-27,1861-12-12,1861-12-20
1862-04-13,16.7315068493151,,,,,,,,,,,,
1862-04-14,16.7287671232877,0.00111014669811398,0.00103711398498464,0.00107363034154931,1861-12-08,1861-11-29,1861-12-03,1861-11-06,1861-10-26,1861-11-01,1861-12-29,1861-12-22,1861-12-25
1862-04-15,16.7260273972603,0.00111032854032497,0.00103728386442526,0.00107380620237512,1861-12-09,1861-11-30,1861-12-04,1861-11-07,1861-10-27,1861-11-02,1861-12-30,1861-12-23,1861-12-26
1862-04-16,16.7232876712329,0.000964486304784975,0.000964486304784975,0.000964486304784975,1861-12-19,1861-12-19,1861-12-19,1861-11-19,1861-11-19,1861-11-19,1862-01-07,1862-01-07,1862-01-07
1862-04-17,16.7205479452055,0.00096464433957193,0.000891753833942372,0.000928199086757187,1861-12-29,1861-12-20,1861-12-24,1861-12-01,1861-11-20,1861-11-26,1862-01-16,1862-01-08,1862-01-12
1862-04-18,16.7178082191781,0.000891899975180318,0.000891899975180318,0.000891899975180318,1861-12-30,1861-12-30,1861-12-30,1861-12-02,1861-12-02,1861-12-02,1862-01-17,1862-01-17,1862-01-17
1862-04-19,16.7150684931507,0.000964960564564414,0.000892046164325569,0.000928503364445028,1861-12-31,1861-12-22,1861-12-26,1861-12-03,1861-11-22,1861-11-28,1862-01-18,1862-01-10,1862-01-14
1862-04-20,16.7123287671233,,,,,,,,,,,,
1862-04-21,16.7095890410959,0.000965276996951548,0.000965276996951548,0.000965276996951548,1861-12-24,1861-12-24,1861-12-24,1861-11-24,1861-11-24,1861-11-24,1862-01-12,1862-01-12,1862-01-12
1862-04-22,16.7068493150685,0.000965435290981877,0.000965435290981877,0.000965435290981877,1861-12-25,1861-12-25,1861-12-25,1861-11-25,1861-11-25,1861-11-25,1862-01-13,1862-01-13,1862-01-13
1862-04-23,16.7041095890411,0.00103864490607122,0.000965593636937426,0.00100211927150438,1861-12-26,1861-12-17,1861-12-21,1861-11-26,1861-11-15,1861-11-21,1862-01-14,1862-01-07,1862-01-11
1862-04-24,16.7013698630137,0.000965752034843748,0.000892777829486597,0.000929264932165209,1862-01-05,1861-12-27,1861-12-31,1861-12-08,1861-11-27,1861-12-03,1862-01-23,1862-01-15,1862-01-19
1862-04-25,16.6986301369863,0.000892924306571009,0.000892924306571009,0.000892924306571009,1862-01-06,1862-01-06,1862-01-06,1861-12-09,1861-12-09,1861-12-09,1862-01-24,1862-01-24,1862-01-24
1862-04-26,16.6958904109589,0.000966068986611009,0.000893070831727978,0.00092956990916953,1862-01-07,1861-12-29,1862-01-02,1861-12-10,1861-11-29,1861-12-05,1862-01-25,1862-01-17,1862-01-21
1862-04-27,16.6931506849315,,,,,,,,,,,,
1862-04-28,16.6904109589041,0.00103949737234344,0.000966386146488426,0.00100294175941599,1861-12-31,1861-12-22,1861-12-26,1861-12-01,1861-11-20,1861-11-26,1862-01-19,1862-01-12,1862-01-16
1862-04-29,16.6876712328767,0.00103966803354396,0.00103966803354396,0.00103966803354396,1861-12-23,1861-12-23,1861-12-23,1861-11-21,1861-11-21,1861-11-21,1862-01-13,1862-01-13,1862-01-13
1862-04-30,16.6849315068493,0.00118637749996478,0.00118637749996478,0.00118637749996478,1861-12-06,1861-12-06,1861-12-06,1861-10-31,1861-10-31,1861-10-31,1861-12-30,1861-12-30,1861-12-30
1862-05-01,16.6821917808219,0.00133349437769284,0.00125998834567047,0.00129674136168167,1861-11-28,1861-11-19,1861-11-24,1861-10-21,1861-10-10,1861-10-15,1861-12-24,1861-12-16,1861-12-20
1862-05-02,16.6794520547945,0.00148102063300521,0.00133371341422006,0.00140736702361262,1861-11-20,1861-11-02,1861-11-11,1861-10-11,1861-09-18,1861-09-29,1861-12-17,1861-12-02,1861-12-10
1862-05-03,16.6767123287671,0.00162895824651896,0.00148126394179985,0.00155511109415939,1861-11-03,1861-10-16,1861-10-25,1861-09-19,1861-08-28,1861-09-08,1861-12-03,1861-11-18,1861-11-26
1862-05-04,16.6739726027397,,,,,,,,,,,,
1862-05-05,16.6712328767123,0.0022054592161312,0.00184560637471608,0.00202553279542362,1861-09-22,1861-08-09,1861-08-31,1861-07-28,1861-06-03,1861-06-30,1861-10-29,1861-09-23,1861-10-11
1862-05-06,16.6684931506849,0.0019883752114625,0.00155583241940732,0.0017721038154349,1861-10-28,1861-09-06,1861-10-02,1861-09-11,1861-07-07,1861-08-09,1861-11-29,1861-10-16,1861-11-07
1862-05-07,16.6657534246575,0.00163002940104568,0.00140847854804526,0.00151925397454546,1861-11-16,1861-10-20,1861-11-03,1861-10-04,1861-09-01,1861-09-17,1861-12-15,1861-11-22,1861-12-03
1862-05-08,16.6630136986301,0.00177229660493322,0.00163029740982586,0.00170129700737954,1861-10-21,1861-10-04,1861-10-13,1861-09-02,1861-08-11,1861-08-22,1861-11-23,1861-11-09,1861-11-16
1862-05-09,16.6602739726027,0.00192114464550347,0.00184682038976276,0.00188398251763308,1861-09-26,1861-09-17,1861-09-21,1861-08-01,1861-07-20,1861-07-26,1861-11-02,1861-10-26,1861-10-30
1862-05-10,16.6575342465753,0.00198968335304898,0.0013354683002914,0.00166257582667023,1861-11-28,1861-09-10,1861-10-19,1861-10-19,1861-07-11,1861-08-30,1861-12-25,1861-10-20,1861-11-22
1862-05-11,16.6547945205479,,,,,,,,,,,,
1862-05-12,16.6520547945205,0.00213950639021885,0.00199033806951922,0.00206492222986902,1861-09-12,1861-08-24,1861-09-02,1861-07-13,1861-06-20,1861-07-02,1861-10-22,1861-10-07,1861-10-14
1862-05-13,16.6493150684932,0.00199066558935952,0.0019224091804026,0.00195653738488107,1861-09-21,1861-09-13,1861-09-17,1861-07-24,1861-07-14,1861-07-19,1861-10-30,1861-10-23,1861-10-26
1862-05-14,16.6465753424658,0.00192272557427693,0.00192272557427693,0.00192272557427693,1861-09-22,1861-09-22,1861-09-22,1861-07-25,1861-07-25,1861-07-25,1861-10-31,1861-10-31,1861-10-31
1862-05-15,16.6438356164384,0.00214056293658439,0.00192304207231384,0.00203180250444916,1861-09-23,1861-08-27,1861-09-10,1861-07-26,1861-06-23,1861-07-10,1861-11-01,1861-10-10,1861-10-21
1862-05-16,16.641095890411,0.00206623572679753,0.00177463087770889,0.00192043330225323,1861-10-12,1861-09-06,1861-09-24,1861-08-19,1861-07-06,1861-07-28,1861-11-17,1861-10-18,1861-11-02
1862-05-17,16.6383561643836,0.00184925321754443,0.00177492309422095,0.00181208815588263,1861-10-13,1861-10-04,1861-10-08,1861-08-20,1861-08-09,1861-08-14,1861-11-18,1861-11-10,1861-11-14
1862-05-18,16.6356164383562,,,,,,,,,,,,
1862-05-19,16.6328767123288,0.00192430910711688,0.00192430910711688,0.00192430910711688,1861-09-27,1861-09-27,1861-09-27,1861-07-30,1861-07-30,1861-07-30,1861-11-05,1861-11-05,1861-11-05
1862-05-20,16.6301369863014,0.00199296124984149,0.00192462612673914,0.00195879368829033,1861-09-28,1861-09-20,1861-09-24,1861-07-31,1861-07-21,1861-07-26,1861-11-06,1861-10-30,1861-11-02
1862-05-21,16.627397260274,0.00206793801360491,0.00192494325083318,0.00199644063221902,1861-09-29,1861-09-11,1861-09-20,1861-08-01,1861-07-11,1861-07-22,1861-11-07,1861-10-23,1861-10-31
1862-05-22,16.6246575342466,0.00214303227418427,0.00206827880760847,0.00210565554089642,1861-09-12,1861-09-03,1861-09-08,1861-07-12,1861-06-30,1861-07-06,1861-10-24,1861-10-17,1861-10-21
1862-05-23,16.6219178082192,0.00206861971395553,0.00199394672598283,0.00203128321996922,1861-09-23,1861-09-13,1861-09-18,1861-07-24,1861-07-13,1861-07-18,1861-11-02,1861-10-25,1861-10-29
1862-05-24,16.6191780821918,0.00214373884598585,0.00199427543464191,0.00206900714031387,1861-09-24,1861-09-05,1861-09-14,1861-07-25,1861-07-02,1861-07-14,1861-11-03,1861-10-19,1861-10-26
1862-05-25,16.6164383561644,,,,,,,,,,,,
1862-05-26,16.613698630137,0.00236315313208368,0.00236315313208368,0.00236315313208368,1861-08-12,1861-08-12,1861-08-12,1861-06-01,1861-06-01,1861-06-01,1861-09-29,1861-09-29,1861-09-29
1862-05-27,16.6109589041096,0.00243245527656097,0.00236354289839278,0.00239799908747692,1861-08-13,1861-08-05,1861-08-09,1861-06-02,1861-05-23,1861-05-28,1861-09-30,1861-09-23,1861-09-26
